release_year,year_added,month_added,duration_num,director_count,cast_count,country_count,content_age,is_multicountry,is_long_content,main_genre,rating,type
2017,2017,4,53.0,1,3,1,9,0,0,10,8,0
2018,2019,5,1.0,1,1,1,8,0,0,11,9,1
2018,2019,5,53.0,1,1,1,8,0,0,10,6,0
2019,2019,8,110.0,2,1,1,7,0,0,10,6,0
2019,2019,9,10.0,1,4,1,7,0,0,10,7,0
2019,2019,7,99.0,1,10,1,7,0,0,35,8,0
2014,2019,10,95.0,1,8,2,12,1,0,0,5,0
1998,2019,11,119.0,1,11,1,28,0,0,12,5,0
2016,2019,4,163.0,1,5,2,10,1,1,12,5,0
2019,2020,11,9.0,1,40,1,7,0,0,32,8,1
2018,2019,4,55.0,1,1,1,8,0,0,10,8,0
2020,2020,9,84.0,1,1,1,6,0,0,10,8,0
2015,2016,4,1.0,1,11,1,11,0,0,31,6,1
2020,2020,10,96.0,1,10,1,6,0,0,7,5,0
2000,2019,9,102.0,1,12,2,26,1,0,7,5,0
2019,2019,11,90.0,1,4,1,7,0,0,12,8,0
2018,2018,9,2.0,1,11,1,8,0,0,8,8,1
2019,2019,9,106.0,1,12,1,7,0,0,12,8,0
2019,2020,2,72.0,1,1,1,7,0,0,27,6,0
2017,2018,4,1.0,1,5,1,9,0,0,16,8,1
2017,2019,2,127.0,1,10,1,9,0,1,7,6,0
1966,2017,7,116.0,1,8,1,60,0,0,12,9,0
2015,2018,7,128.0,1,2,1,11,0,1,10,5,0
2019,2019,3,61.0,1,1,1,7,0,0,27,8,0
2017,2017,3,57.0,1,1,1,9,0,0,27,8,0
2013,2017,1,80.0,1,1,1,13,0,0,10,9,0
1986,2018,4,80.0,1,10,1,40,0,0,4,0,0
1991,2018,4,75.0,2,9,1,35,0,0,4,0,0
1999,2018,4,75.0,1,10,1,27,0,0,4,0,0
2000,2018,4,79.0,1,14,1,26,0,0,4,0,0
2019,2020,8,93.0,1,8,1,7,0,0,7,8,0
1982,2020,6,129.0,1,8,1,44,0,1,6,8,0
2018,2020,6,108.0,1,13,2,8,1,0,7,5,0
2012,2019,4,87.0,1,10,1,14,0,0,12,6,0
2017,2021,1,71.0,1,9,1,9,0,0,12,5,0
2012,2017,1,1.0,1,7,1,14,0,0,16,6,1
2018,2019,3,97.0,1,5,1,8,0,0,12,9,0
2017,2020,10,91.0,1,3,2,9,1,0,12,5,0
2020,2020,12,83.0,1,10,1,6,0,0,7,6,0
2014,2019,6,85.0,2,10,1,12,0,0,7,8,0
2018,2018,11,116.0,1,11,1,8,0,0,7,8,0
2014,2020,9,130.0,1,8,1,12,0,1,15,6,0
2017,2017,8,111.0,1,6,1,9,0,0,12,8,0
2017,2019,2,113.0,1,4,1,9,0,0,7,8,0
2010,2020,5,97.0,1,5,2,16,1,0,12,8,0
2018,2019,9,1.0,1,1,1,8,0,0,11,6,1
2018,2019,1,102.0,1,3,3,8,1,0,12,6,0
2008,2020,6,106.0,1,6,1,18,0,0,7,6,0
1994,2020,5,160.0,1,9,1,32,0,1,0,6,0
2018,2018,12,137.0,1,10,1,8,0,1,7,6,0
2020,2020,11,171.0,1,8,1,6,0,1,13,6,0
2020,2020,11,171.0,1,8,1,6,0,1,13,6,0
2020,2020,12,104.0,1,1,1,6,0,0,10,9,0
2020,2020,8,95.0,1,1,1,6,0,0,10,6,0
2015,2018,12,90.0,1,14,1,11,0,0,12,5,0
2017,2018,7,128.0,1,11,1,9,0,1,0,6,0
2014,2019,4,1.0,1,9,1,12,0,0,16,6,1
2010,2019,7,1.0,1,18,1,16,0,0,2,9,1
2001,2020,9,103.0,1,8,1,25,0,0,12,5,0
2019,2020,4,121.0,1,8,1,7,0,1,0,5,0
2018,2018,11,30.0,1,9,2,8,1,0,4,10,0
2020,2020,12,48.0,1,11,1,6,0,0,4,10,0
2009,2020,12,139.0,1,10,2,17,1,1,35,4,0
2003,2019,11,105.0,1,13,1,23,0,0,7,4,0
2018,2019,3,3.0,1,5,1,8,0,0,17,11,1
2015,2017,3,104.0,1,10,2,11,1,0,12,8,0
2020,2020,3,162.0,1,7,1,6,0,1,0,6,0
2018,2020,9,157.0,1,8,1,8,0,1,12,6,0
2019,2019,6,15.0,1,1,1,7,0,0,12,9,0
2020,2020,7,106.0,2,14,4,6,1,0,4,11,0
2018,2018,9,130.0,1,9,1,8,0,1,0,8,0
2018,2019,1,88.0,2,6,2,8,1,0,13,8,0
2020,2020,12,1.0,2,1,1,6,0,0,11,8,1
2014,2018,10,146.0,1,5,1,12,0,1,0,6,0
2018,2018,12,1.0,1,1,1,8,0,0,16,6,1
2018,2018,5,1.0,1,2,1,8,0,0,16,6,1
2015,2015,10,64.0,1,1,1,11,0,0,27,6,0
2013,2020,9,104.0,1,10,1,13,0,0,12,9,0
2013,2017,10,127.0,1,8,1,13,0,1,12,6,0
2016,2017,8,92.0,1,11,1,10,0,0,4,9,0
2019,2020,1,3.0,1,7,1,7,0,0,16,9,1
2011,2019,7,1.0,1,12,1,15,0,0,2,6,1
2018,2018,5,100.0,1,10,4,8,1,0,12,8,0
2016,2017,3,72.0,1,4,6,10,1,0,12,9,0
2019,2019,7,1.0,1,10,1,7,0,0,29,8,1
2016,2019,10,1.0,1,10,1,10,0,0,16,8,1
2019,2019,6,1.0,1,9,1,7,0,0,8,8,1
2018,2019,1,118.0,1,14,1,8,0,0,0,4,0
2017,2019,5,110.0,1,4,1,9,0,0,7,8,0
2018,2019,6,65.0,1,6,1,8,0,0,4,11,0
2019,2019,4,64.0,1,1,1,7,0,0,27,8,0
2015,2015,10,59.0,1,1,1,11,0,0,27,8,0
2006,2018,7,122.0,1,7,1,20,0,1,7,6,0
2018,2019,4,90.0,1,8,1,8,0,0,0,8,0
2019,2019,3,60.0,1,1,1,7,0,0,10,9,0
2007,2019,12,134.0,1,10,1,19,0,1,12,6,0
2017,2019,11,89.0,2,1,1,9,0,0,10,8,0
2019,2019,8,1.0,1,9,1,7,0,0,8,8,1
2016,2017,9,1.0,1,5,1,10,0,0,8,8,1
2005,2021,1,161.0,1,9,1,21,0,1,12,6,0
2016,2016,8,86.0,2,1,1,10,0,0,10,2,0
2011,2019,3,87.0,1,5,2,15,1,0,13,4,0
2018,2018,10,130.0,1,10,2,8,1,1,13,8,0
2015,2017,10,107.0,2,10,3,11,1,0,0,3,0
2016,2017,6,2.0,1,12,1,10,0,0,8,8,1
2016,2017,5,80.0,1,8,1,10,0,0,0,8,0
2015,2017,2,79.0,1,9,1,11,0,0,12,6,0
2018,2018,1,62.0,2,2,1,8,0,0,27,8,0
2019,2019,12,1.0,1,1,1,7,0,0,11,9,1
2020,2020,3,2.0,1,6,1,6,0,0,17,11,1
2019,2020,5,93.0,1,10,7,7,1,0,4,3,0
2016,2017,4,81.0,1,7,2,10,1,0,12,6,0
2018,2019,8,87.0,1,4,1,8,0,0,7,6,0
2014,2020,12,2.0,1,1,1,12,0,0,21,6,1
2020,2020,1,1.0,1,16,1,6,0,0,16,8,1
2017,2017,11,1.0,1,3,1,9,0,0,16,8,1
2020,2020,12,54.0,1,1,1,6,0,0,27,8,0
2017,2017,7,1.0,1,1,1,9,0,0,28,8,1
2020,2020,12,98.0,1,1,1,6,0,0,10,8,0
2011,2018,9,113.0,1,3,1,15,0,0,7,6,0
2011,2018,11,91.0,1,8,1,15,0,0,0,6,0
2016,2016,9,89.0,1,7,2,10,1,0,15,8,0
2019,2018,5,5.0,1,10,1,7,0,0,30,8,1
2019,2020,2,8.0,1,17,1,7,0,0,8,6,1
2019,2019,10,63.0,1,1,1,7,0,0,27,8,0
2019,2019,6,1.0,1,9,1,7,0,0,16,8,1
2011,2019,4,110.0,1,10,1,15,0,0,7,4,0
2011,2020,1,98.0,1,44,2,15,1,0,4,3,0
2019,2019,9,125.0,1,10,1,7,0,1,12,8,0
2018,2020,1,106.0,1,6,3,8,1,0,12,6,0
2014,2018,9,93.0,1,10,1,12,0,0,13,5,0
1997,2020,1,139.0,1,8,1,29,0,1,7,4,0
2018,2018,12,90.0,1,8,1,8,0,0,12,8,0
2018,2018,11,123.0,1,8,1,8,0,1,12,6,0
2018,2019,4,3.0,1,5,1,8,0,0,29,8,1
2018,2018,12,1.0,1,3,1,8,0,0,16,6,1
2017,2018,10,1.0,1,3,1,9,0,0,11,9,1
2019,2019,8,3.0,1,6,1,7,0,0,17,10,1
2001,2017,3,168.0,1,9,1,25,0,1,0,5,0
2016,2016,12,83.0,1,4,1,10,0,0,10,8,0
2020,2021,1,101.0,1,10,1,6,0,0,0,6,0
2019,2019,10,94.0,1,10,1,7,0,0,13,8,0
2019,2019,12,1.0,1,8,1,7,0,0,30,8,1
2015,2016,12,100.0,1,9,1,11,0,0,7,6,0
2020,2020,6,117.0,1,5,1,6,0,0,12,6,0
2016,2018,2,133.0,1,4,1,10,0,1,0,2,0
2016,2016,12,81.0,1,2,1,10,0,0,10,8,0
2018,2018,12,91.0,1,7,1,8,0,0,12,6,0
2003,2019,11,1.0,1,8,1,23,0,0,16,6,1
2015,2015,12,1.0,1,9,1,11,0,0,16,9,1
2020,2020,6,104.0,2,1,1,6,0,0,10,4,0
2019,2019,11,106.0,1,9,3,7,1,0,12,6,0
2012,2020,12,112.0,1,10,1,14,0,0,12,4,0
2012,2018,9,122.0,1,10,2,14,1,1,7,6,0
2016,2017,12,1.0,1,8,2,10,1,0,8,11,1
2013,2019,2,1.0,1,18,1,13,0,0,2,8,1
2014,2016,5,102.0,2,1,1,12,0,0,10,6,0
2016,2018,8,88.0,2,10,1,10,0,0,7,6,0
2019,2019,11,3.0,1,8,1,7,0,0,30,6,1
2016,2016,9,99.0,2,1,1,10,0,0,10,8,0
2020,2020,11,1.0,1,9,1,6,0,0,30,8,1
2010,2020,3,186.0,1,9,4,16,1,1,12,8,0
1994,2019,1,49.0,1,1,1,32,0,0,10,9,0
2016,2017,8,1.0,1,1,1,10,0,0,11,8,1
2002,2019,12,94.0,1,9,1,24,0,0,0,4,0
1997,2019,12,90.0,1,11,1,29,0,0,7,4,0
1999,2019,12,95.0,1,10,1,27,0,0,0,4,0
2016,2017,1,97.0,1,8,1,10,0,0,12,8,0
2014,2017,9,110.0,1,9,4,12,1,0,15,5,0
2009,2016,8,1.0,1,5,1,17,0,0,16,6,1
2020,2020,12,97.0,1,9,1,6,0,0,0,5,0
2007,2020,5,3.0,1,7,1,19,0,0,5,11,1
2018,2020,9,73.0,1,11,1,8,0,0,12,9,0
2019,2019,9,88.0,1,10,1,7,0,0,0,8,0
2018,2018,12,150.0,2,28,1,8,0,1,0,4,0
2017,2018,12,97.0,1,1,2,9,1,0,10,8,0
2018,2019,2,91.0,1,7,1,8,0,0,13,8,0
2019,2019,11,92.0,2,6,1,7,0,0,35,8,0
2019,2019,6,1.0,1,1,1,7,0,0,21,9,1
2020,2020,9,1.0,1,7,1,6,0,0,23,6,1
2015,2019,5,1.0,1,9,1,11,0,0,16,9,1
2018,2019,2,111.0,1,7,1,8,0,0,12,8,0
2020,2020,6,101.0,1,9,1,6,0,0,7,8,0
2017,2019,2,112.0,1,9,1,9,0,0,12,8,0
2018,2018,12,73.0,1,1,1,8,0,0,10,8,0
2018,2020,2,89.0,1,6,1,8,0,0,12,6,0
2016,2019,4,129.0,1,11,1,10,0,1,12,6,0
2015,2015,3,58.0,1,1,1,11,0,0,27,8,0
2013,2013,11,80.0,2,1,1,13,0,0,27,8,0
2019,2019,7,65.0,1,1,1,7,0,0,27,8,0
2018,2018,3,1.0,1,17,1,8,0,0,2,8,1
2013,2018,6,99.0,1,9,1,13,0,0,12,6,0
2017,2018,6,126.0,1,8,1,9,0,1,12,6,0
2017,2017,10,135.0,1,10,1,9,0,1,0,6,0
2016,2018,8,127.0,1,7,1,10,0,1,0,6,0
2017,2017,8,165.0,1,8,1,9,0,1,0,8,0
2017,2017,8,166.0,1,8,1,9,0,1,0,6,0
2017,2017,8,166.0,1,8,1,9,0,1,0,8,0
2015,2018,10,138.0,1,8,1,11,0,1,0,6,0
2015,2017,8,159.0,1,8,1,11,0,1,0,6,0
2015,2017,8,160.0,1,8,1,11,0,1,0,6,0
2015,2017,8,159.0,1,8,1,11,0,1,0,6,0
2018,2019,1,136.0,1,10,1,8,0,1,12,8,0
2005,2018,4,112.0,1,10,1,21,0,0,12,6,0
2018,2020,4,101.0,1,8,1,8,0,0,7,8,0
2006,2019,1,143.0,1,11,3,20,1,1,12,5,0
2020,2020,6,2.0,1,1,1,6,0,0,11,6,1
2020,2020,9,3.0,1,8,1,6,0,0,16,8,1
2018,2018,7,2.0,1,2,1,8,0,0,3,8,1
2019,2019,12,127.0,1,5,1,7,0,1,7,9,0
2018,2020,3,98.0,1,10,1,8,0,0,7,6,0
2020,2020,3,3.0,1,11,1,6,0,0,8,8,1
2016,2018,3,61.0,1,1,1,10,0,0,10,8,0
2016,2017,1,95.0,1,6,1,10,0,0,7,2,0
2019,2019,12,86.0,1,10,1,7,0,0,4,10,0
2018,2018,12,1.0,1,8,1,8,0,0,2,8,1
2016,2016,12,1.0,1,6,1,10,0,0,16,9,1
2019,2019,8,84.0,2,12,1,7,0,0,7,8,0
2015,2019,1,111.0,1,8,1,11,0,0,7,6,0
2018,2019,1,1.0,1,1,1,8,0,0,16,8,1
2014,2017,3,92.0,1,4,1,12,0,0,13,2,0
2019,2019,5,102.0,1,10,1,7,0,0,0,5,0
2019,2019,4,97.0,1,6,1,7,0,0,12,8,0
2015,2018,12,90.0,1,8,4,11,1,0,12,5,0
2019,2019,5,2.0,1,9,1,7,0,0,8,8,1
2020,2020,10,1.0,1,1,1,6,0,0,3,6,1
1995,2019,10,119.0,1,10,1,31,0,0,0,5,0
2003,2019,10,147.0,1,10,1,23,0,1,0,5,0
2017,2018,1,99.0,1,10,1,9,0,0,14,8,0
2017,2018,6,130.0,1,10,1,9,0,1,12,8,0
2014,2021,1,87.0,1,10,1,12,0,0,7,8,0
2014,2019,8,1.0,1,8,1,12,0,0,8,8,1
2018,2018,3,1.0,1,11,1,8,0,0,8,8,1
2017,2018,3,83.0,1,12,2,9,1,0,35,8,0
2016,2017,8,83.0,1,4,2,10,1,0,10,8,0
2018,2018,12,105.0,1,9,2,8,1,0,7,8,0
2013,2017,4,1.0,1,6,1,13,0,0,16,6,1
2006,2018,1,91.0,2,8,1,20,0,0,12,6,0
2019,2019,8,117.0,1,5,1,7,0,0,15,6,0
2019,2020,3,117.0,1,9,1,7,0,0,12,6,0
2019,2020,8,1.0,1,1,1,7,0,0,3,8,1
2020,2020,6,3.0,1,14,1,6,0,0,2,8,1
2020,2020,11,1.0,1,1,1,6,0,0,2,11,1
2018,2020,11,1.0,1,6,3,8,1,0,2,9,1
2019,2020,3,1.0,1,2,1,7,0,0,17,11,1
2016,2017,4,1.0,1,21,1,10,0,0,16,8,1
1995,2018,4,78.0,1,8,1,31,0,0,4,0,0
2001,2018,4,75.0,1,10,1,25,0,0,4,0,0
2004,2018,4,78.0,1,10,1,22,0,0,4,0,0
2017,2018,3,149.0,1,10,1,9,0,1,15,8,0
2015,2017,3,103.0,1,13,1,11,0,0,7,6,0
2017,2019,12,108.0,1,10,1,9,0,0,7,6,0
2020,2020,7,84.0,1,8,1,6,0,0,7,8,0
2017,2019,4,94.0,1,14,1,9,0,0,7,5,0
2015,2016,4,95.0,2,13,1,11,0,0,0,2,0
1978,2017,11,141.0,1,9,1,48,0,1,0,9,0
2010,2018,7,122.0,1,3,1,16,0,1,0,8,0
2015,2019,12,134.0,1,8,1,11,0,1,7,6,0
2016,2018,6,1.0,1,6,1,10,0,0,16,8,1
2019,2019,11,1.0,1,11,1,7,0,0,16,8,1
2002,2018,9,107.0,1,6,1,24,0,0,12,8,0
2018,2019,3,1.0,1,13,1,8,0,0,16,6,1
2018,2019,7,1.0,1,14,1,8,0,0,16,6,1
2019,2019,7,1.0,1,10,1,7,0,0,16,6,1
2019,2019,7,1.0,1,8,1,7,0,0,16,6,1
2009,2018,9,126.0,1,7,1,17,0,1,7,6,0
2015,2018,9,122.0,1,6,1,11,0,1,10,8,0
2009,2019,12,95.0,1,6,1,17,0,0,12,6,0
2016,2017,10,88.0,1,5,1,10,0,0,7,8,0
2020,2020,10,1.0,1,11,1,6,0,0,16,8,1
2017,2017,8,101.0,1,1,12,9,1,0,10,8,0
2013,2017,10,74.0,1,7,1,13,0,0,4,10,0
2017,2017,9,64.0,1,9,2,9,1,0,4,10,0
2018,2019,2,3.0,1,5,2,8,1,0,17,10,1
2020,2020,3,2.0,1,12,1,6,0,0,17,10,1
2010,2017,10,74.0,1,10,1,16,0,0,4,10,0
2015,2017,10,74.0,1,5,1,11,0,0,4,10,0
2015,2017,10,83.0,1,14,1,11,0,0,4,10,0
2012,2017,7,1.0,1,10,2,14,1,0,17,10,1
2020,2020,9,72.0,1,11,1,6,0,0,4,10,0
2016,2017,10,79.0,2,10,1,10,0,0,4,10,0
2010,2017,10,72.0,1,10,1,16,0,0,4,11,0
2011,2017,10,80.0,1,18,2,15,1,0,4,10,0
2016,2017,10,75.0,1,8,2,10,1,0,4,10,0
2012,2017,10,75.0,1,10,1,14,0,0,4,10,0
2017,2017,10,72.0,3,10,1,9,0,0,4,10,0
2017,2017,11,109.0,2,1,1,9,0,0,20,6,0
2016,2019,3,132.0,1,9,1,10,0,1,12,6,0
2019,2019,9,1.0,1,8,1,7,0,0,16,8,1
2017,2018,8,110.0,1,7,1,9,0,0,7,6,0
2015,2018,7,99.0,1,14,1,11,0,0,0,4,0
2012,2018,11,144.0,1,9,1,14,0,1,7,6,0
2013,2018,8,91.0,1,8,1,13,0,0,7,6,0
2016,2016,12,105.0,1,9,1,10,0,0,12,8,0
1995,2018,4,166.0,1,7,1,31,0,1,0,9,0
1998,2018,11,103.0,1,8,1,28,0,0,7,5,0
1992,2020,10,128.0,1,12,2,34,1,1,6,5,0
2019,2019,8,1.0,1,1,1,7,0,0,11,9,1
2016,2017,12,1.0,1,4,1,10,0,0,17,10,1
2017,2018,2,5.0,1,8,1,9,0,0,8,8,1
2016,2018,10,118.0,1,7,1,10,0,0,12,6,0
2018,2019,5,87.0,1,1,1,8,0,0,10,4,0
2016,2020,10,77.0,1,10,1,10,0,0,0,5,0
2018,2018,12,98.0,1,6,4,8,1,0,12,8,0
2015,2015,12,1.0,1,9,1,11,0,0,8,6,1
2018,2018,3,94.0,1,8,1,8,0,0,0,8,0
2016,2016,8,1.0,1,1,1,10,0,0,3,9,1
2018,2018,9,1.0,1,1,1,8,0,0,21,8,1
1972,2019,12,125.0,1,8,1,54,0,1,6,9,0
2019,2020,9,29.0,1,6,1,7,0,0,12,9,0
2019,2019,3,102.0,1,9,2,7,1,0,12,8,0
1982,2019,12,121.0,1,7,1,44,0,1,12,6,0
2011,2020,7,116.0,1,11,1,15,0,0,0,6,0
2015,2017,2,110.0,1,1,2,11,1,0,10,8,0
2016,2019,11,88.0,1,9,1,10,0,0,7,3,0
2015,2016,10,1.0,1,6,1,11,0,0,16,9,1
2015,2016,10,1.0,1,6,1,11,0,0,16,6,1
2018,2018,8,1.0,1,2,1,8,0,0,17,10,1
2013,2017,3,52.0,2,1,1,13,0,0,10,7,0
1997,2018,8,89.0,1,16,2,29,1,0,7,4,0
2013,2017,3,52.0,1,1,1,13,0,0,4,7,0
2010,2019,2,1.0,1,5,1,16,0,0,11,9,1
2019,2020,3,1.0,1,23,1,7,0,0,2,8,1
2015,2015,10,137.0,1,9,1,11,0,1,12,8,0
2018,2019,7,3.0,1,5,2,8,1,0,17,10,1
2017,2017,11,51.0,1,5,2,9,1,0,4,10,0
2015,2017,5,1.0,1,10,1,11,0,0,16,6,1
2019,2019,6,110.0,1,9,1,7,0,0,12,8,0
2016,2016,11,92.0,1,5,1,10,0,0,10,8,0
2016,2016,9,4.0,1,7,1,10,0,0,8,6,1
2015,2019,2,119.0,1,11,1,11,0,0,0,6,0
2016,2019,4,2.0,1,25,1,10,0,0,16,8,1
1996,2019,11,81.0,1,11,1,30,0,0,7,4,0
1992,2019,11,73.0,1,8,1,34,0,0,7,4,0
2008,2018,12,75.0,2,8,1,18,0,0,7,6,0
2017,2020,1,1.0,1,9,1,9,0,0,16,6,1
2016,2019,4,99.0,1,8,1,10,0,0,7,6,0
2020,2020,5,89.0,1,1,1,6,0,0,10,3,0
2018,2018,8,1.0,1,1,1,8,0,0,11,7,1
2007,2019,1,121.0,1,7,2,19,1,1,12,4,0
2008,2019,3,100.0,1,32,1,18,0,0,4,3,0
2007,2017,1,92.0,2,10,2,19,1,0,4,3,0
2018,2018,10,100.0,1,8,1,8,0,0,12,8,0
2015,2020,11,1.0,1,8,1,11,0,0,16,8,1
2017,2020,6,98.0,1,15,1,9,0,0,12,4,0
2016,2018,1,97.0,1,7,1,10,0,0,13,4,0
2016,2018,2,97.0,1,1,1,10,0,0,10,3,0
2016,2020,6,86.0,1,5,1,10,0,0,12,6,0
2015,2017,8,105.0,1,1,2,11,1,0,10,6,0
2001,2016,8,1.0,1,1,1,25,0,0,3,6,1
2017,2018,4,100.0,1,1,1,9,0,0,10,8,0
2018,2019,2,96.0,1,1,1,8,0,0,10,6,0
2015,2018,9,1.0,1,10,1,11,0,0,16,8,1
2010,2017,5,1.0,1,11,1,16,0,0,8,8,1
2016,2017,11,115.0,1,6,1,10,0,0,12,8,0
2015,2016,8,99.0,1,1,1,11,0,0,10,6,0
2011,2012,2,76.0,1,2,1,15,0,0,10,3,0
2014,2019,12,113.0,1,9,1,12,0,0,12,6,0
2018,2018,8,88.0,2,2,1,8,0,0,10,8,0
1975,2020,10,106.0,1,6,1,51,0,0,6,6,0
2016,2016,4,127.0,2,10,2,10,1,1,12,8,0
2015,2017,10,90.0,1,4,1,11,0,0,10,8,0
2015,2019,11,1.0,1,9,1,11,0,0,17,7,1
2018,2019,6,74.0,1,10,3,8,1,0,12,8,0
2016,2017,8,91.0,1,8,1,10,0,0,12,8,0
2009,2020,3,1.0,1,8,1,17,0,0,17,10,1
2016,2018,9,1.0,1,7,1,10,0,0,17,11,1
2020,2020,5,85.0,2,1,1,6,0,0,20,9,0
2019,2019,12,90.0,1,9,1,7,0,0,7,4,0
2017,2020,10,102.0,2,1,1,9,0,0,10,8,0
2019,2019,6,90.0,1,11,1,7,0,0,14,8,0
2018,2018,3,87.0,1,9,2,8,1,0,4,9,0
2004,2018,3,100.0,1,7,1,22,0,0,4,3,0
1978,2018,10,25.0,1,3,1,48,0,0,4,7,0
2019,2020,5,94.0,1,8,1,7,0,0,12,4,0
2008,2017,1,105.0,1,10,1,18,0,0,12,8,0
2012,2017,3,99.0,1,9,1,14,0,0,7,6,0
2017,2017,8,116.0,1,5,1,9,0,0,15,5,0
2020,2020,8,82.0,1,9,1,6,0,0,7,8,0
2019,2019,6,120.0,1,1,1,7,0,0,12,5,0
2012,2016,10,77.0,1,11,1,14,0,0,0,8,0
2012,2017,9,92.0,1,14,1,14,0,0,0,8,0
2013,2017,9,107.0,1,11,1,13,0,0,0,8,0
2020,2020,3,62.0,1,1,1,6,0,0,27,8,0
2018,2018,8,57.0,1,1,1,8,0,0,27,8,0
2016,2019,2,70.0,1,1,1,10,0,0,27,8,0
2020,2020,12,1.0,1,3,1,6,0,0,21,7,1
2016,2018,2,1.0,1,6,2,10,1,0,16,6,1
2014,2019,6,98.0,1,3,1,12,0,0,7,6,0
2020,2020,12,77.0,1,33,1,6,0,0,27,8,0
2020,2020,10,44.0,1,12,1,6,0,0,10,8,0
2016,2017,3,97.0,1,5,1,10,0,0,10,8,0
2018,2018,10,1.0,1,10,1,8,0,0,17,9,1
2020,2020,5,1.0,1,10,1,6,0,0,16,8,1
2019,2020,3,100.0,1,1,1,7,0,0,4,3,0
2018,2020,2,4.0,1,7,1,8,0,0,8,8,1
2019,2019,8,1.0,1,12,1,7,0,0,8,8,1
2017,2017,6,104.0,1,1,1,9,0,0,10,9,0
2018,2020,1,56.0,1,9,1,8,0,0,10,6,0
2016,2016,7,2.0,1,19,1,10,0,0,16,6,1
2019,2020,12,108.0,1,4,1,7,0,0,12,6,0
2019,2019,9,83.0,1,5,1,7,0,0,7,8,0
2018,2019,4,91.0,1,6,1,8,0,0,35,5,0
2005,2019,7,149.0,1,11,1,21,0,1,12,9,0
2010,2019,6,112.0,1,8,1,16,0,0,7,6,0
2016,2017,10,1.0,1,6,1,10,0,0,2,11,1
2017,2018,11,1.0,1,7,1,9,0,0,2,10,1
2019,2020,11,1.0,1,6,1,7,0,0,2,11,1
2018,2019,10,1.0,1,6,1,8,0,0,2,11,1
2009,2017,12,1.0,1,8,1,17,0,0,2,11,1
2006,2020,4,102.0,2,10,1,20,0,0,7,8,0
2013,2017,4,98.0,1,1,2,13,1,0,10,6,0
2017,2018,4,107.0,1,9,6,9,1,0,0,5,0
2017,2017,10,1.0,1,20,1,9,0,0,28,6,1
2020,2020,8,59.0,1,1,1,6,0,0,10,7,0
2018,2018,8,120.0,1,8,2,8,1,0,12,6,0
2013,2018,4,1.0,1,8,1,13,0,0,16,9,1
2020,2020,12,1.0,1,6,1,6,0,0,16,8,1
2015,2017,4,1.0,1,10,1,11,0,0,16,6,1
2006,2019,12,151.0,1,10,1,20,0,1,7,6,0
2019,2020,9,116.0,1,8,1,7,0,0,12,6,0
2019,2020,9,112.0,1,8,1,7,0,0,12,9,0
2013,2020,9,117.0,1,8,1,13,0,0,7,6,0
2019,2020,3,130.0,1,8,1,7,0,1,7,6,0
2017,2019,1,74.0,1,8,1,9,0,0,12,6,0
2018,2018,8,150.0,1,8,1,8,0,1,12,6,0
2018,2019,5,63.0,1,1,1,8,0,0,4,10,0
2020,2020,4,138.0,1,5,1,6,0,1,0,6,0
2007,2017,10,148.0,1,10,1,19,0,1,12,6,0
2003,2019,12,114.0,1,8,1,23,0,0,13,8,0
2017,2017,12,123.0,1,8,1,9,0,1,12,6,0
2014,2017,4,97.0,1,10,1,12,0,0,4,9,0
2014,2017,4,105.0,1,12,1,12,0,0,4,6,0
2016,2017,4,107.0,1,12,1,10,0,0,4,6,0
2017,2017,12,106.0,1,7,1,9,0,0,4,6,0
2016,2019,5,1.0,1,4,1,10,0,0,16,9,1
1997,2016,1,2.0,1,10,3,29,1,0,17,7,1
2017,2018,2,87.0,1,8,1,9,0,0,7,8,0
1999,2020,10,93.0,1,10,1,27,0,0,7,4,0
2002,2020,1,88.0,1,11,2,24,1,0,4,3,0
2018,2019,6,126.0,1,10,1,8,0,1,0,5,0
2012,2018,9,107.0,1,10,2,14,1,0,4,3,0
2020,2020,12,4.0,1,8,1,6,0,0,30,8,1
2014,2020,6,103.0,1,17,1,12,0,0,7,4,0
2017,2018,4,90.0,1,1,1,9,0,0,10,8,0
2012,2019,11,68.0,1,10,2,14,1,0,4,9,0
2020,2020,10,100.0,2,1,1,6,0,0,10,8,0
2017,2017,4,95.0,1,6,1,9,0,0,4,3,0
2002,2019,1,108.0,1,1,1,24,0,0,10,5,0
2019,2019,11,86.0,1,1,1,7,0,0,10,8,0
2014,2014,12,81.0,1,1,1,12,0,0,27,8,0
2010,2017,11,65.0,1,1,1,16,0,0,27,2,0
2019,2019,9,67.0,1,1,2,7,1,0,27,8,0
2017,2017,1,78.0,1,1,1,9,0,0,27,8,0
2012,2018,6,69.0,1,1,1,14,0,0,27,8,0
1991,2018,12,28.0,1,1,1,35,0,0,27,8,0
2015,2018,12,34.0,1,2,1,11,0,0,10,8,0
1992,2018,12,61.0,1,1,1,34,0,0,27,8,0
1993,2018,12,56.0,1,1,1,33,0,0,27,8,0
1989,2018,12,81.0,2,1,1,37,0,0,27,8,0
2018,2018,5,3.0,1,6,1,8,0,0,28,6,1
2017,2018,4,97.0,2,5,1,9,0,0,10,9,0
2009,2018,4,132.0,1,7,1,17,0,1,12,9,0
2000,2019,2,110.0,1,16,2,26,1,0,12,5,0
